state_name,age_bracket,state_code,Below_primary_share_total_female,Below_primary_share_total_male,CMPR_agri_labourers_female,CMPR_agri_labourers_male,CMPR_below_primary_female,CMPR_below_primary_male,CMPR_cultivators_female,CMPR_cultivators_male,CMPR_household_industry_female,CMPR_household_industry_male,CMPR_illiterate_female,CMPR_illiterate_male,CMPR_main_workers_female,CMPR_main_workers_male,CMPR_matric_female,CMPR_matric_male,CMPR_middle_female,CMPR_middle_male,CMPR_non_workers_female,CMPR_non_workers_male,CMPR_other_workers_female,CMPR_other_workers_male,CMPR_primary_female,CMPR_primary_male,CMPR_total_female,CMPR_total_male,Child_labour_attending_total_female,Child_labour_attending_total_male,Child_labour_dropout_total_female,Child_labour_dropout_total_male,Dropout_rate_total_female,Dropout_rate_total_male,Graduate_share_total_female,Graduate_share_total_male,Illiteracy_rate_total_female,Illiteracy_rate_total_male,Literacy_rate_total_female,Literacy_rate_total_male,Non_worker_dropout_total_female,School_attendance_rate_total_female,School_attendance_rate_total_male
State - ORISSA  21,age_18_21,21,12.0764,9.9166,48.502,35.7106,45.5651,34.5437,49.398,34.8575,,,45.6037,38.9395,46.2785,30.0876,50.4974,17.6815,50.8766,25.5918,,,,,48.0002,31.0893,46.1939,30.6626,20.0059,31.4673,72.6635,42.6747,72.6635,42.6747,0.0,0.0,31.6338,14.9734,68.3662,85.0266,0.0,27.3365,57.3253
State - ORISSA  21,age_22_25,21,13.5809,10.6991,8.6352,42.3387,8.2308,42.3999,9.0737,42.0416,,,8.0372,38.928,11.0535,41.3545,22.0456,41.0418,14.2743,43.6456,,,,,9.8562,43.2441,10.265,40.4728,,,,,,,10.6484,12.5733,37.6126,15.9407,62.3874,84.0593,,,
State - ORISSA  21,age_26_29,21,17.9069,14.2155,1.232,11.1953,1.0866,11.2252,1.3218,12.0611,,,1.1459,9.133,2.5357,15.6912,3.8862,24.5882,1.8211,18.1192,,,,,1.2622,13.6184,1.6242,14.8669,,,,,,,11.6092,17.5777,47.2139,21.5496,52.7861,78.4504,,,
State - ORISSA  21,age_30_33,21,22.1301,17.6335,0.4784,4.3521,0.3024,4.6075,0.5124,4.557,,,0.4711,4.3907,0.8041,6.2626,0.5769,9.0629,0.268,5.6455,,,,,0.2602,4.9932,0.456,6.1159,,,,,,,7.9182,14.5651,54.5405,26.0428,45.4595,73.9572,,,
State - ORISSA  21,age_34_plus,21,33.396,29.5392,0.2052,1.2665,0.1304,1.6039,0.205,1.2677,,,0.244,1.5085,0.2599,1.5184,0.1109,1.7168,0.065,1.149,,,,,0.0852,1.491,0.1967,1.6164,,,,,,,3.6951,8.207,69.4055,32.7161,30.5945,67.2839,,,
State - ORISSA  21,age_below10,21,96.6607,96.6774,1.4882,0.8113,1.7213,0.808,1.7338,0.8084,,,1.7768,0.888,1.5821,0.8081,1.2767,0.9424,1.4464,0.9292,,,,,1.5196,0.8279,1.6726,0.8852,55.0512,60.2454,44.7626,39.4546,44.7626,39.4546,0.0,0.0,79.0577,76.6677,20.9423,23.3323,0.0,55.2374,60.5454
Chhattisgarh,age_10_13,22,52.5461,51.223,9.2122,2.983,7.7147,3.9397,8.7648,3.1715,,,9.7594,3.5985,8.7127,2.6359,1.4927,1.1235,2.6971,1.8264,,,,,5.5066,2.839,8.0348,2.8323,73.9287,84.1975,23.2095,12.5969,23.2095,12.5969,0.0,0.0,17.2843,9.2152,82.7157,90.7848,0.0,76.7905,87.4031
Chhattisgarh,age_14_17,22,14.603,11.3678,42.3347,13.9437,41.0781,15.1759,37.8271,12.8983,,,40.2614,14.882,38.9502,11.4604,18.1077,5.3845,33.0449,9.6856,,,,,40.018,12.8875,37.8714,11.9765,41.793,59.7578,43.9352,21.6927,43.9352,21.6927,0.0,0.0,21.9473,10.0558,78.0527,89.9442,0.0,56.0648,78.3073
Chhattisgarh,age_18_21,22,13.8215,9.9369,38.4036,58.9423,39.9821,55.0395,41.5077,56.1299,,,38.0156,54.2325,39.8284,51.2899,54.0664,40.006,50.6626,54.0629,,,,,43.1977,55.9994,40.4529,50.7686,18.8316,35.335,56.7749,26.1811,56.7749,26.1811,0.0,0.0,29.7989,11.3339,70.2011,88.6661,0.0,43.2251,73.8189
Chhattisgarh,age_22_25,22,16.2198,10.6677,2.6833,18.0657,3.3715,18.2454,3.8759,20.665,,,3.5402,19.6379,4.2879,23.3784,17.0887,33.5598,7.0862,24.5296,,,,,4.2696,20.1675,5.3042,22.8392,,,,,,,7.7958,8.6186,37.3795,13.0928,62.6205,86.9072,,,
Chhattisgarh,age_26_29,22,19.4088,13.8306,0.3264,2.0281,0.4661,2.3706,0.4871,2.7464,,,0.4678,2.4358,0.8297,5.6814,3.1557,11.8339,0.9197,4.5095,,,,,0.5458,3.0152,0.8797,5.4404,,,,,,,10.1926,13.2016,46.199,17.7589,53.801,82.2411,,,
Chhattisgarh,age_30_33,22,22.7102,18.3215,0.1268,0.6271,0.1516,0.9144,0.1512,0.8542,,,0.1951,1.0253,0.2601,1.9011,0.6745,3.6716,0.1683,1.3423,,,,,0.1409,0.9939,0.2494,1.8816,,,,,,,8.7607,12.8581,54.8411,23.0309,45.1589,76.9691,,,
Chhattisgarh,age_34_plus,22,30.31,32.8084,0.0765,0.2796,0.09,0.5143,0.0926,0.3549,,,0.1528,0.5072,0.1289,0.5895,0.2016,0.9574,0.062,0.4505,,,,,0.0639,0.3995,0.1408,0.6289,,,,,,,5.97,9.0589,73.4037,35.8187,26.5963,64.1813,,,
Chhattisgarh,age_below10,22,98.4397,98.4693,5.7804,2.0741,5.0943,2.5806,6.333,2.2125,,,5.9328,2.2455,5.8768,1.9037,2.1167,1.3177,2.7594,1.7138,,,,,3.778,2.0963,5.1535,2.0278,56.7661,60.664,42.8661,38.8617,42.8661,38.8617,0.0,0.0,78.1586,76.5976,21.8414,23.4024,0.0,57.1339,61.1383
Madhya Pradesh,age_10_13,23,55.0027,52.339,12.7465,3.9713,11.4485,4.041,13.5612,4.0433,,,14.3882,4.4782,12.7357,3.2663,2.7479,1.946,5.2726,3.0182,,,,,8.7413,3.9186,11.8941,3.5076,71.5601,83.048,25.7856,13.5943,25.7856,13.5943,0.0,0.0,22.1534,12.1415,77.8466,87.8585,0.0,74.2144,86.4057
Madhya Pradesh,age_14_17,23,16.5869,13.1332,44.2294,19.0403,44.3033,18.643,43.0004,20.3333,,,44.5597,20.5667,42.4104,16.4977,24.9479,11.2274,39.1995,16.6008,,,,,44.3979,18.227,41.9276,16.8825,44.0912,61.9031,45.2632,19.4835,45.2632,19.4835,0.0,0.0,26.653,13.1427,73.347,86.8573,0.0,54.7368,80.5165
Madhya Pradesh,age_18_21,23,13.9106,10.6844,33.9162,55.4814,33.8928,53.1051,34.1846,56.1664,,,31.1744,53.3467,33.8697,50.4201,50.4201,44.7163,43.3725,51.7682,,,,,36.6324,52.4813,34.114,49.8588,20.7881,37.0342,60.4402,22.9237,60.4402,22.9237,0.0,0.0,36.0479,14.4551,63.9521,85.5449,0.0,39.5598,77.0763
Madhya Pradesh,age_22_25,23,15.3341,10.7936,2.4375,15.7688,2.9037,16.9456,2.346,14.0089,,,2.4867,14.7439,3.6858,19.7747,14.0201,26.6753,6.0584,19.668,,,,,3.7869,17.5612,4.5905,19.2571,,,,,,,9.4722,8.5768,43.893,16.2407,56.107,83.7593,,,
Madhya Pradesh,age_26_29,23,17.829,12.704,0.3089,1.8202,0.3799,2.3033,0.2973,1.7229,,,0.3353,1.7917,0.764,5.0486,2.2413,8.7413,0.7336,3.8608,,,,,0.4895,2.7942,0.7541,4.7942,,,,,,,12.4407,13.1637,50.627,20.3478,49.373,79.6522,,,
Madhya Pradesh,age_30_33,23,20.5626,15.519,0.113,0.7077,0.1303,1.058,0.1028,0.6878,,,0.1495,1.0234,0.2281,1.6919,0.4358,2.6481,0.1531,1.1978,,,,,0.1282,1.0451,0.2042,1.6995,,,,,,,11.5761,13.2487,56.7201,24.6772,43.2799,75.3228,,,
Madhya Pradesh,age_34_plus,23,25.2708,23.9605,0.073,0.2714,0.0827,0.5192,0.0708,0.2911,,,0.1351,0.5015,0.1113,0.5026,0.1305,0.6789,0.0619,0.3732,,,,,0.0633,0.3917,0.1249,0.5547,,,,,,,9.3421,11.7505,71.7231,35.5796,28.2769,64.4204,,,
Madhya Pradesh,age_below10,23,97.6967,97.8052,5.0882,1.6259,4.5942,1.7293,5.499,1.6197,,,5.1124,1.7418,5.0393,1.442,1.9681,1.2477,2.5324,1.5332,,,,,3.3304,1.7182,4.4404,1.5715,51.9696,56.7819,47.6949,42.7944,47.6949,42.7944,0.0,0.0,79.483,77.3798,20.517,22.6202,0.0,52.3051,57.2056
Gujarat,age_10_13,24,38.8253,37.6509,2.8282,0.8697,3.8479,1.0621,2.0932,0.9237,,,3.6704,0.9925,3.2699,0.7413,0.8382,0.595,1.7368,0.9778,,,,,2.6947,1.0453,2.9511,0.8694,74.6295,84.7168,23.5898,12.6707,23.5898,12.6707,0.0,0.0,18.023,9.5491,81.977,90.4509,0.0,76.4102,87.3293
Gujarat,age_14_17,24,12.2314,9.6791,23.5741,7.2338,24.9999,7.0448,21.886,7.3739,,,25.8234,7.3991,23.1892,5.3898,11.2064,3.9959,18.3959,5.9919,,,,,22.421,6.3101,22.0732,5.7866,45.0237,58.4228,46.1274,21.0185,46.1274,21.0185,0.0,0.0,20.5072,10.6704,79.4928,89.3296,0.0,53.8726,78.9815
Gujarat,age_18_21,24,11.7044,9.9768,62.9938,57.6952,57.7082,53.2174,65.0785,58.5517,,,58.3393,55.3895,59.4912,47.7103,63.2676,40.1709,62.5778,47.9179,,,,,60.3585,50.7873,58.7346,47.41,22.0598,29.4405,62.8467,22.9449,62.8467,22.9449,0.0,0.0,25.384,11.8231,74.616,88.1769,0.0,37.1533,77.0551
Gujarat,age_22_25,24,12.171,10.3076,6.613,27.7808,7.631,29.6488,7.1507,26.932,,,7.0306,28.1082,8.8104,33.6733,17.1031,38.0974,10.5721,32.9068,,,,,8.7092,31.5686,10.1574,32.9189,,,,,,,10.6204,8.0282,32.8086,13.3771,67.1914,86.6229,,,
Gujarat,age_26_29,24,14.6501,12.5848,0.7346,2.9087,0.9621,4.1175,0.7327,3.0363,,,0.8083,3.3072,1.4025,7.3062,2.4223,10.2574,1.3313,6.3245,,,,,1.0835,4.9826,1.4022,7.1099,,,,,,,14.0024,11.9725,41.1054,17.6735,58.8946,82.3265,,,
Gujarat,age_30_33,24,17.5892,15.2751,0.2034,0.9885,0.2995,1.6058,0.1763,0.989,,,0.2696,1.4375,0.3554,2.1049,0.4847,2.801,0.2709,1.8242,,,,,0.2694,1.7317,0.3484,2.1749,,,,,,,11.1605,11.5083,47.6562,21.458,52.3438,78.542,,,
Gujarat,age_34_plus,24,27.3271,23.3512,0.0866,0.3109,0.1513,0.6231,0.0766,0.3455,,,0.1555,0.5497,0.1343,0.5814,0.1498,0.7378,0.0816,0.4913,,,,,0.1075,0.5892,0.1547,0.6591,,,,,,,8.0072,11.0459,61.8956,30.53,38.1044,69.47,,,
Gujarat,age_below10,24,98.0606,98.0997,1.5429,0.7159,1.8169,0.8931,1.717,0.7984,,,1.8745,0.8539,1.7954,0.7916,1.062,0.8447,1.3216,0.9745,,,,,1.5257,0.8945,1.6436,0.8701,59.8785,64.1663,39.9459,35.5538,39.9459,35.5538,0.0,0.0,76.3332,74.5326,23.6668,25.4674,0.0,60.0541,64.4462
Daman & Diu,age_10_13,25,29.5196,33.0426,2.5478,0.8969,2.8755,0.6617,1.6298,0.2389,,,3.5149,0.8894,2.2891,0.6046,0.5653,0.5056,0.737,0.5223,,,,,1.3786,0.6376,2.2869,0.5891,88.4515,90.8349,9.9146,6.2156,9.9146,6.2156,0.0,0.0,6.8511,4.4826,93.1489,95.5174,0.0,90.0854,93.7844
Daman & Diu,age_14_17,25,5.7399,6.8805,27.3885,7.1749,31.2395,6.2035,31.6647,4.9582,,,33.8326,8.2546,30.2128,5.3151,13.6452,3.9687,21.7276,5.9083,,,,,26.9883,5.6864,27.1642,5.387,53.2157,56.5146,37.098,12.6518,37.098,12.6518,0.0,0.0,12.549,8.4181,87.451,91.5819,0.0,62.902,87.3482
Daman & Diu,age_18_21,25,6.6636,7.8206,57.9618,45.7399,49.9721,44.1067,53.2014,45.46,,,49.1786,48.1656,47.3514,39.5405,58.2456,33.6451,58.0189,43.2022,,,,,55.7971,42.6936,51.955,39.1042,19.1442,15.9987,65.0682,11.9283,65.0682,11.9283,0.0,0.0,19.1811,12.3841,80.8189,87.6159,0.0,34.9318,88.0717
Daman & Diu,age_22_25,25,7.9985,7.2145,5.7325,34.9776,9.6315,32.9198,8.8475,36.2007,,,7.6459,30.6281,12.4725,34.2066,19.3177,36.0381,12.7064,33.132,,,,,9.7384,34.756,11.8669,34.0458,,,,,,,7.4728,3.8896,26.2735,10.5054,73.7265,89.4946,,,
Daman & Diu,age_26_29,25,9.5463,6.9416,0.6369,6.278,1.8984,8.5815,0.6985,9.08,,,1.4615,6.6982,3.3896,13.1533,3.7622,16.9194,2.2406,10.3476,,,,,1.9441,9.7723,2.379,13.0891,,,,,,,12.2973,10.823,30.464,10.8027,69.536,89.1973,,,
Daman & Diu,age_30_33,25,13.6561,9.4187,0.6369,2.6906,0.9492,3.6187,0.6985,1.9713,,,0.5858,2.2513,0.9244,3.8157,0.7602,4.6764,0.5307,3.3132,,,,,0.7953,3.0059,0.7084,4.0214,,,,,,,10.2421,13.611,37.4247,13.6583,62.5753,86.3417,,,
Daman & Diu,age_34_plus,25,30.1611,20.44,0.6369,0.4484,0.335,1.8817,0.0,0.8961,,,0.2355,0.7921,0.2054,0.9862,0.2339,1.1712,0.1474,0.7834,,,,,0.2651,1.1581,0.2454,1.2147,,,,,,,5.177,10.4566,58.5777,21.777,41.4223,78.223,,,
Daman & Diu,age_below10,25,98.4573,97.9757,1.9108,0.8969,1.5913,0.7444,2.3283,0.5376,,,1.5944,0.7782,1.482,0.8303,1.2865,1.028,1.2677,0.865,,,,,1.0958,0.7417,1.3889,0.8277,73.3333,75.0,26.5214,24.7695,26.5214,24.7695,0.0,0.0,74.1913,73.9194,25.8087,26.0806,0.0,73.4786,75.2305
Dadra & Nagar Haveli,age_10_13,26,39.0748,39.4743,0.7674,0.242,2.6745,0.7858,1.4322,0.2299,,,2.1267,0.3635,1.5496,0.4848,0.7861,0.4147,1.1874,0.7014,,,,,2.1396,0.7907,1.9041,0.4976,60.5911,79.3226,32.7922,15.7852,32.7922,15.7852,0.0,0.0,34.4156,14.8698,65.5844,85.1302,0.0,67.2078,84.2148
Dadra & Nagar Haveli,age_14_17,26,14.1251,11.9017,29.264,6.3278,31.8676,8.2337,35.1808,7.8826,,,34.1987,8.5492,32.203,6.7508,12.9813,4.1077,28.2019,7.2038,,,,,29.7673,8.3624,30.1745,6.9181,34.0595,50.9826,37.1097,19.4624,37.1097,19.4624,0.0,0.0,47.0443,19.9949,52.9557,80.0051,0.0,62.8903,80.5376
Dadra & Nagar Haveli,age_18_21,26,13.1823,9.4917,57.2027,66.7012,52.8558,63.1192,53.3978,66.5089,,,51.9383,63.981,52.9654,54.3327,61.8021,41.6478,55.9796,57.3649,,,,,55.0415,58.5098,52.7576,54.4033,13.6934,15.9884,47.9269,12.1179,47.9269,12.1179,0.0,0.0,53.0278,19.5876,46.9722,80.4124,0.0,52.0731,87.8821
Dadra & Nagar Haveli,age_22_25,26,10.552,8.2347,6.2783,20.8852,5.485,20.8405,5.1128,20.4029,,,5.5173,20.7058,7.313,26.1204,17.0127,34.3557,8.3545,24.5308,,,,,6.0711,24.5511,8.4622,25.8289,,,,,,,10.8493,5.364,54.1383,19.3652,45.8617,80.6348,,,
Dadra & Nagar Haveli,age_26_29,26,10.4337,9.1418,0.6627,2.3167,1.1333,2.699,0.7304,2.2783,,,0.7508,2.4801,1.2244,6.6678,2.2173,11.1259,0.9754,4.0569,,,,,0.7756,3.1493,1.2343,6.443,,,,,,,21.2289,14.3881,56.7212,21.9515,43.2788,78.0485,,,
Dadra & Nagar Haveli,age_30_33,26,13.6559,12.4395,0.1395,0.5533,0.1813,0.9054,0.1217,0.5138,,,0.1474,0.6764,0.2009,1.7957,0.3427,2.8871,0.1272,1.327,,,,,0.1872,1.1257,0.2028,1.7796,,,,,,,17.9867,17.8936,66.1203,28.7041,33.8797,71.2959,,,
Dadra & Nagar Haveli,age_34_plus,26,20.4489,22.3406,0.0698,0.1037,0.1813,0.3587,0.0644,0.169,,,0.1065,0.1656,0.0765,0.3301,0.1411,0.4225,0.0848,0.1706,,,,,0.107,0.3484,0.111,0.349,,,,,,,11.29,12.166,82.096,48.7751,17.904,51.2249,,,
Dadra & Nagar Haveli,age_below10,26,97.7341,97.867,2.1277,0.7607,2.1306,0.837,2.3201,0.5611,,,2.0339,0.7546,2.2145,0.945,1.5723,1.111,1.6115,1.346,,,,,2.3001,1.0185,1.9596,0.9572,53.0665,62.3838,46.3809,37.0815,46.3809,37.0815,0.0,0.0,82.8198,79.7371,17.1802,20.2629,0.0,53.6191,62.9185
Maharashtra,age_10_13,27,33.6198,33.7766,4.8201,0.4413,4.4085,0.6255,4.5708,0.425,,,7.2936,0.8779,4.5351,0.4517,0.7697,0.3042,1.5668,0.4538,,,,,3.0085,0.5383,4.5735,0.5241,88.9064,91.6765,9.3215,6.2091,9.3215,6.2091,0.0,0.0,6.3802,4.183,93.6198,95.817,0.0,90.6785,93.7909
Maharashtra,age_14_17,27,7.5304,6.8774,37.717,3.8961,35.5103,4.5245,37.1768,3.6625,,,39.8831,6.3515,34.7395,3.278,15.2154,1.9011,26.1266,3.0764,,,,,32.0825,3.7772,31.8006,3.6047,65.7197,72.0609,25.0682,13.1218,25.0682,13.1218,0.0,0.0,8.3952,5.2149,91.6048,94.7851,0.0,74.9318,86.8782
Maharashtra,age_18_21,27,8.6241,7.2421,47.6894,41.932,47.8017,39.367,48.8876,40.2921,,,41.1389,43.6584,46.4891,32.1288,55.494,23.2536,54.7281,31.917,,,,,50.8983,36.3808,46.1171,32.0187,33.1959,44.2561,46.8821,19.4392,46.8821,19.4392,0.0,0.0,13.8604,6.3904,86.1396,93.6096,0.0,53.1179,80.5608
Maharashtra,age_22_25,27,10.4726,7.6474,4.5649,40.3836,6.1187,39.6367,4.616,41.6048,,,4.715,35.5257,7.6297,40.3758,18.425,41.895,10.0321,42.0151,,,,,7.6269,40.844,9.652,39.3376,,,,,,,11.6149,10.965,19.5938,7.3545,80.4062,92.6455,,,
Maharashtra,age_26_29,27,14.4065,9.505,0.5508,7.5592,0.9156,8.6125,0.5435,8.5695,,,0.6568,6.2482,1.7277,14.8782,3.8304,20.2289,1.5612,13.5339,,,,,1.1732,10.3075,1.8557,14.5056,,,,,,,14.429,17.1827,26.7947,10.0467,73.2053,89.9533,,,
Maharashtra,age_30_33,27,19.8479,13.4627,0.1957,2.2927,0.3125,3.1742,0.1601,2.3644,,,0.2982,2.7563,0.4517,4.8275,0.8836,6.77,0.3608,4.0339,,,,,0.3326,3.5882,0.4901,5.0415,,,,,,,12.4895,16.7087,35.0884,13.5692,64.9116,86.4308,,,
Maharashtra,age_34_plus,27,28.5428,23.257,0.1225,0.7845,0.1715,1.3015,0.0973,0.7396,,,0.2413,1.1932,0.1904,1.3218,0.2964,1.8543,0.123,1.1263,,,,,0.1361,1.2704,0.2367,1.5393,,,,,,,9.0058,12.163,56.3078,23.6756,43.6922,76.3244,,,
Maharashtra,age_below10,27,97.3769,97.5845,2.6335,0.8965,2.424,0.8985,2.6393,0.842,,,2.9721,0.982,2.4894,0.8184,1.6367,0.769,2.0263,0.9352,,,,,2.1006,0.8904,2.4033,0.858,68.252,68.8637,31.514,30.8172,31.514,30.8172,0.0,0.0,73.3446,73.2568,26.6554,26.7432,0.0,68.486,69.1828
Andhra Pradesh,age_10_13,28,29.4716,28.5697,10.9054,0.7118,9.1339,0.9407,11.5057,1.0697,,,12.3259,1.2728,10.7564,0.7344,1.9786,0.3668,4.4567,0.4517,,,,,6.8098,0.5219,9.776,0.8462,72.7457,82.1946,19.2994,10.8416,19.2994,10.8416,0.0,0.0,18.7797,10.7346,81.2203,89.2654,0.0,80.7006,89.1584
Andhra Pradesh,age_14_17,28,9.6507,7.8673,45.3224,6.2165,45.5451,6.5201,41.9319,6.3033,,,42.1465,7.6114,42.521,5.1267,27.5562,2.6447,40.993,4.121,,,,,43.6485,4.6118,40.1911,5.4617,44.1617,56.3673,35.7351,17.1485,35.7351,17.1485,0.0,0.0,24.8481,14.7064,75.1519,85.2936,0.0,64.2649,82.8515
Andhra Pradesh,age_18_21,28,10.1123,7.9426,34.3412,49.9301,34.9582,47.8116,35.2461,45.041,,,33.0036,47.6319,34.4059,41.6199,49.1283,31.9836,40.2516,40.5927,,,,,38.1009,43.6881,35.7774,41.3558,20.3173,33.1487,51.1943,21.2069,51.1943,21.2069,0.0,0.0,34.1933,17.331,65.8067,82.669,0.0,48.8057,78.7931
Andhra Pradesh,age_22_25,28,11.103,7.6109,3.672,31.4813,3.7747,31.4699,4.2542,33.3928,,,3.92,29.8138,5.0302,34.4817,10.9616,39.7023,5.8156,36.4652,,,,,4.6785,35.3931,5.5669,33.5715,,,,,,,10.6085,13.8075,41.2375,19.503,58.7625,80.497,,,
Andhra Pradesh,age_26_29,28,14.1421,9.4976,0.4607,5.612,0.4972,6.1443,0.5722,7.342,,,0.5426,5.7513,0.9174,9.7573,1.7987,13.8725,0.849,9.2246,,,,,0.6296,7.7757,0.9026,9.4068,,,,,,,12.2914,17.5518,50.3403,27.0344,49.6597,72.9656,,,
Andhra Pradesh,age_30_33,28,16.5963,11.8308,0.1867,2.0477,0.1779,2.3598,0.203,2.6109,,,0.2598,2.6544,0.3028,3.3474,0.404,4.1868,0.2229,2.9524,,,,,0.1934,2.8549,0.2982,3.4362,,,,,,,11.7594,17.8358,57.6241,34.1997,42.3759,65.8003,,,
Andhra Pradesh,age_34_plus,28,20.6392,16.513,0.1276,0.7133,0.1406,0.9659,0.1401,0.8408,,,0.2743,1.0524,0.1679,1.0233,0.148,1.1564,0.1245,0.983,,,,,0.1342,1.0274,0.2361,1.1351,,,,,,,6.5335,13.2879,72.3341,45.9677,27.6659,54.0323,,,
Andhra Pradesh,age_below10,28,95.5324,95.6914,2.7533,1.2404,2.2226,1.4136,4.0534,1.4998,,,3.583,1.4743,3.2811,1.3063,1.5498,1.2622,1.6976,1.3135,,,,,1.841,1.1927,2.9223,1.3583,71.2397,73.7954,27.8942,25.3295,27.8942,25.3295,0.0,0.0,72.2376,70.9461,27.7624,29.0539,0.0,72.1058,74.6705
Karnataka,age_10_13,29,35.9418,37.0946,6.788,0.5213,5.0018,0.393,5.7335,0.3771,,,7.2419,0.4947,5.5175,0.3207,1.1214,0.212,2.6258,0.2907,,,,,4.1763,0.3196,5.4009,0.3588,77.1259,83.1262,18.5322,10.8457,18.5322,10.8457,0.0,0.0,15.1802,9.3869,84.8198,90.6131,0.0,81.4678,89.1543
Karnataka,age_14_17,29,8.7557,8.4296,33.7212,2.5963,29.8144,1.8966,31.7248,1.8569,,,33.0747,2.5439,29.4712,1.5944,16.5789,0.8833,27.9981,1.305,,,,,29.4837,1.5439,28.8967,1.7164,49.7329,58.723,36.7291,16.3674,36.7291,16.3674,0.0,0.0,18.7168,12.0559,81.2832,87.9441,0.0,63.2709,83.6326
Karnataka,age_18_21,29,9.1897,9.2179,46.3684,31.5335,47.4004,26.3657,48.7453,27.0986,,,45.0177,31.2221,45.7793,23.0591,50.508,15.1146,48.3058,20.7044,,,,,47.419,23.7834,45.8345,23.3265,21.9697,31.4102,56.5202,19.9175,56.5202,19.9175,0.0,0.0,24.8501,14.8266,75.1499,85.1734,0.0,43.4798,80.0825
Karnataka,age_22_25,29,9.7192,8.6801,6.9705,41.8339,9.7584,41.9555,8.1962,42.7521,,,7.1198,41.3071,10.844,39.4503,19.4323,36.1642,11.622,40.1366,,,,,10.7061,41.3569,10.8796,38.7951,,,,,,,10.5881,10.5515,31.3548,15.1917,68.6452,84.8083,,,
Karnataka,age_26_29,29,13.1481,10.5147,1.0817,12.8595,1.9208,15.749,1.3628,15.6929,,,1.1652,12.256,2.8074,19.5354,5.0296,25.7534,2.4146,20.1608,,,,,2.1538,17.6172,2.393,18.8194,,,,,,,13.3966,17.0549,41.9939,20.7297,58.0061,79.2703,,,
Karnataka,age_30_33,29,16.2507,13.0181,0.3789,6.0309,0.5895,7.9699,0.4584,7.7024,,,0.505,6.8941,0.875,10.0592,1.1943,12.9905,0.5686,9.4161,,,,,0.5831,8.8561,0.7132,10.0589,,,,,,,12.3479,17.1467,49.7719,26.453,50.2281,73.547,,,
Karnataka,age_34_plus,29,23.4986,20.0834,0.1394,1.7629,0.2427,2.7791,0.1734,2.1033,,,0.2859,2.2926,0.3003,2.9395,0.3536,3.7966,0.1829,2.9691,,,,,0.2098,2.9535,0.2989,3.1207,,,,,,,7.9465,13.5868,65.8349,36.5865,34.1651,63.4135,,,
Karnataka,age_below10,29,97.5596,97.7141,2.5139,0.7309,2.1048,0.6272,2.011,0.5887,,,2.2932,0.6338,2.0735,0.6502,1.3146,0.7774,1.574,0.8249,,,,,1.8013,0.6498,2.002,0.6882,61.6338,62.9587,37.8662,36.1994,37.8662,36.1994,0.0,0.0,73.8402,73.3471,26.1598,26.6529,0.0,62.1338,63.8006
Goa,age_10_13,30,25.4974,27.1435,1.979,0.0757,1.4514,0.1451,2.1076,0.0666,,,4.4131,0.4387,1.9732,0.2112,0.2063,0.1592,0.3209,0.1789,,,,,0.9446,0.1968,1.9443,0.2105,92.0917,94.304,6.6593,4.554,6.6593,4.554,0.0,0.0,5.4018,3.4832,94.5982,96.5168,0.0,93.3407,95.446
Goa,age_10_13,30,25.4974,27.1435,1.979,0.0757,1.4514,0.1451,2.1076,0.0666,,,4.4131,0.4387,1.9732,0.2112,0.2063,0.1592,0.3209,0.1789,,,,,0.9446,0.1968,1.9443,0.2105,92.0917,94.304,6.6593,4.554,6.6593,4.554,0.0,0.0,5.4018,3.4832,94.5982,96.5168,0.0,93.3407,95.446
Goa,age_10_13,30,25.4974,27.1435,1.979,0.0757,1.4514,0.1451,2.1076,0.0666,,,4.4131,0.4387,1.9732,0.2112,0.2063,0.1592,0.3209,0.1789,,,,,0.9446,0.1968,1.9443,0.2105,92.0917,94.304,6.6593,4.554,6.6593,4.554,0.0,0.0,5.4018,3.4832,94.5982,96.5168,0.0,93.3407,95.446
Goa,age_10_13,30,25.4974,27.1435,1.979,0.0757,1.4514,0.1451,2.1076,0.0666,,,4.4131,0.4387,1.9732,0.2112,0.2063,0.1592,0.3209,0.1789,,,,,0.9446,0.1968,1.9443,0.2105,92.0917,94.304,6.6593,4.554,6.6593,4.554,0.0,0.0,5.4018,3.4832,94.5982,96.5168,0.0,93.3407,95.446
Goa,age_10_13,30,25.4974,27.1435,1.979,0.0757,1.4514,0.1451,2.1076,0.0666,,,4.4131,0.4387,1.9732,0.2112,0.2063,0.1592,0.3209,0.1789,,,,,0.9446,0.1968,1.9443,0.2105,92.0917,94.304,6.6593,4.554,6.6593,4.554,0.0,0.0,5.4018,3.4832,94.5982,96.5168,0.0,93.3407,95.446
Goa,age_10_13,30,25.4974,27.1435,1.979,0.0757,1.4514,0.1451,2.1076,0.0666,,,4.4131,0.4387,1.9732,0.2112,0.2063,0.1592,0.3209,0.1789,,,,,0.9446,0.1968,1.9443,0.2105,92.0917,94.304,6.6593,4.554,6.6593,4.554,0.0,0.0,5.4018,3.4832,94.5982,96.5168,0.0,93.3407,95.446
